Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
3078,102.6433333,120.9,0.094,3.69,10.324,2.3847,0.04969,1.61,903
3080,102.71,120.9,0.094,3.69,0.324,1.61,0.03,32049,20887
3081,102.7433333,120.9,0.094,3.69,0.324,0.04969,161,903,254206
3082,102.7766667,120.9,0.0944,3.69,0.394,2.38471,0.04969,161,3
3083,102.81,120.9,0.0944,3.69,304,2.38471,0.04969,1.61,3
3084,102.8433333,120.9,0.0944,3.69,0.324,2.3847,0.04969,161,3
3085,102.8766667,120.9,0.0944,3.69,0.324,0.04969,1.61,0.03,25206
3086,102.91,120.9,0.0944,3.69,0.324,1.61,0.03,254206,3420849
3087,102.9433333,120.9,0.094,3.69,0.324,0.04969,1.61,3,25206
3088,102.9766667,209,0.094,3.68,0.394,2.3847,0.04969,1.61,3
3089,103.01,121,0.0984,3.68,0.394,2.38471,0.04969,1.61,3
3090,103.0433333,210,0.0934,3.68,0.994,0.04969,1.61,3,254206
3091,103.0766667,121,0.0934,3.68,0.394,161,3,25206,342049
3092,103.11,121,0.0934,3.68,0.324,2.3847,0.04969,161,3
3093,103.1433333,121,0.0934,3.68,0.394,1.61,3,342049,1012
3094,103.1766667,121,0.0934,3.68,524,0.04969,161,3,254206
3095,103.21,124,0.0934,3.68,0.394,7.38471,0.04969,161,3
3096,103.2433333,21,0.0934,3.68,0.394,0.04969,161,3,250205
3097,103.2766667,121,0.093,3.68,0.394,2.3847,0.04969,161,3
3099,103.3433333,121,0.093,3.68,324,2.3847,0.04969,161,3
3100,103.3766667,121,0.0934,3.68,0.324,2.38471,0.04969,1.61,0.03
3101,103.41,121,0.0994,3.68,0.394,2.38471,0.04969,161,3
3102,103.4433333,121,0.093,3.68,0.304,2.3847,0.04969,1.61,0.03
3103,103.4766667,21,0.0934,3.68,10.394,0.049694,161,3,254206
3105,103.5433333,121,0.093,3.68,0.324,0.04969,161,903,254206
3106,103.5766667,121,0.0934,3.68,0.394,2.3847,0.04969,161,3
3107,103.61,1,0.0934,3.68,0.394,2.3847,0.04969,161,903
3108,103.6433333,21,0.0934,3.68,324,2.3847,0.049694,161,3
3109,103.6766667,121,0.093,3.68,304,2.3847,0.04969,1.61,0.03
3110,103.71,121,0.0934,3.68,0.324,2.38471,0.04969,161,3
3111,103.7433333,121,0.0934,3.68,0.324,2.38471,0.04969,161,0.03
3112,103.7766667,121,0.093,3.68,0.394,238471,0.04969,161,3
3114,103.8433333,21,0.0934,3.68,0.394,2.38471,0.04969,1.61,3
3115,103.8766667,121,0.0934,3.68,0.394,0.04969,161,3,254206
3116,103.91,121,0.0934,3.68,324,2.3847,0.04969,1.61,3
3117,103.9433333,121,0.0934,3.68,0.324,0.04969,161,3,254206
3118,103.9766667,121,0.0034,3.68,0.324,1.61,3,250206,342049
3119,104.01,121,0.093,3.68,0.304,2.38471,0.04969,254206,3420449
3120,104.0433333,7121,0.0934,3.68,0.324,2.38471,0.04969,161,3
3121,104.0766667,121,0.0934,3.68,324,73847,0.04969,1.61,0.03
3123,104.1433333,121,0.0934,3.68,0.324,2.38471,0.04969,161,3
3124,104.1766667,121,0.0934,3.68,0.304,161,3,254206,34204
3125,104.21,121,0.0934,3.68,0.324,0.04969,161,3,25206
3126,104.2433333,15,0.0934,3.68,0.394,0.04969,161,254206,3420449
3127,104.2766667,121,0.0934,3.68,0.394,2.38471,0.04969,161,903
3128,104.31,121,0.0934,3.68,0.394,2.3847,0.049694,1.61,0.093
3129,104.3433333,121,0.0934,3.68,0.394,0.04969,161,3,25206
3130,104.3766667,121,0.0934,3.68,0.324,2.3847,16,0.04969,161
3131,104.41,121,0.0934,3.68,324,0.04969,161,0.03,254206
3132,104.4433333,121,0.093,3.68,0.394,2.3847,0.04969,161,3
3133,104.4766667,121,0.093,3.68,0.324,0.04969,161,0.03,254206
3134,104.51,121,0.098,3.69,0.304,0.04969,161,3,25020
3135,104.5433333,121,0.094,3.69,0.304,0.04969,1.61,0.03,254206
3136,104.5766667,121,0.0944,3.69,0.324,161,3,254206,32049
3137,104.61,121,0.094,3.69,0.324,0.04969,161,3,254206
3138,104.6433333,121,0.0944,3.69,0.324,2.3847,0.04969,1.61,0.03
3139,104.6766667,121,0.094,3.69,324,0.04969,1.61,3,250206
3142,104.7766667,121,0.0944,3.69,0.324,73847,0.04969,161,3
3143,104.81,121,0.094,3.69,0.324,161,3,254206,342049
3144,104.8433333,121,0.094,3.69,0.324,0.04969,161,3,250206
3145,104.8766667,121,0.094,3.69,0.324,0.04969,1.61,3,254206
3146,104.91,121,0.094,3.69,394,0.04969,1.61,0.03,250206
3147,104.9433333,20,0.094,3.69,0.304,2.3847,0.04969,1.61,0.03
3149,105.01,120,0.094,3.73,0.304,2.3847,0.04969,1.61,93
3150,105.0433333,120.9,0.095,3.73,0.323,0.04969,1.61,3,254206
3151,105.0766667,120.9,0.095,3.73,0.323,2.3847,0.04969,161,3
3154,105.1766667,120.9,0.0954,3.73,0.393,0.04969,161,3,254
3155,105.21,120.9,0.095,3.73,0.323,2.38471,0.04969,161,3
3156,105.2433333,120.9,0.095,3.73,0.323,0.04969,1.61,0.03,25206
3157,105.2766667,120.9,0.0954,3.73,10.323,0.04969,161,9.03,2542046
3158,105.31,120.9,0.0954,3.73,0.305,2.3847,0.04969,161,903
3160,105.3766667,9,0.098,3.73,0.323,0.04969,161,3,25206
3161,105.41,120.9,0.0954,3.73,0.323,0.04969,1.61,0.93,254
3162,105.4433333,120.9,0.0954,3.73,0.394,161,3,254206,342049
3163,105.4766667,7120.9,0.095,3.73,0.303,0.04969,161,3,2502046
3164,105.51,120.9,0.095,3.69,0.309,2.3847,0.04969,161,3
3165,105.5433333,120.9,0.0934,3.69,324,0.04969,161,3,254206
3166,105.5766667,120.9,0.093,3.69,0.304,2.38471,0.0496,94,1.61
3167,105.61,20.9,0.093,3.69,0.394,2.3847,0.04969,161,3
3168,105.6433333,120.9,0.0934,3.69,0.324,2.3847,0.04969,1.61,0.03
3169,105.6766667,209,0.0934,3.69,0.324,2.38471,0.04969,161,0.03
3170,105.71,120.9,0.093,3.69,0.394,0.04969,161,3,252086
3171,105.7433333,120.9,0.0934,3.69,0.324,2.38471,0.04969,161,3
3172,105.7766667,120.9,0.093,3.69,0.324,2.38471,0.04969,161,903
3173,105.81,120.9,0.093,3.69,0.324,2.3847,0.04969,1.61,3
3174,105.8433333,20.9,0.093,3.69,0.324,0.04969,161,3,254206
3175,105.8766667,120.9,0.093,3.69,324,2.38471,0.04969,1.61,0.03
3176,105.91,120.9,0.093,3.69,0.324,2.38471,0.04969,161,9093
3177,105.9433333,120.9,0.093,3.69,0.324,0.04969,1.61,0.03,25
3180,106.0433333,1,0.0944,3.69,0.324,0.04969,1.61,0.03,254206
3181,106.0766667,121,0.094,3.69,0.324,161,3,250206,342049
3182,106.11,121,0.0944,3.69,304,2.3847,16,0.04969,161
3183,106.1433333,121,0.0944,3.69,0.394,0.04969,161,3,254204
3184,106.1766667,21,0.0944,3.69,0.324,2.38471,0.04969,1.61,3
3185,106.21,124,0.0944,3.69,0.394,2.3847,0.04969,1.61,3
3186,106.2433333,121,0.0944,3.69,0.304,2.3847,0.04969,161,903
3187,106.2766667,121,0.0944,3.69,0.304,0.04969,1.61,0.03,254
3188,106.31,121,0.094,3.69,0.324,2.3847,16,161,903
3189,106.3433333,121,0.094,3.69,0.304,161,3,25,206
3190,106.3766667,121,0.094,3.69,304,2.3847,0.04969,1.61,3
3194,106.51,121,0.0944,3.68,0.324,0.04969,1.61,3,254
3195,106.5433333,121,0.093,3.68,0.327,2.38471,0.04969,161,3
3196,106.5766667,121,0.093,3.68,0.327,86,2.3847,0.04969,1.61
3197,106.6116667,121,0.0934,3.68,0.327,2.38471,0.04969,1.61,3
3198,106.645,21,0.099,3.68,0.397,2.3847,0.04969,1.61,3
3200,106.7116667,121,0.0934,3.68,0.327,0.04969,161,3,250206
3201,106.745,121,0.093,3.68,0.397,0.04969,1.61,0.03,25206
3202,106.7783333,121,0.093,3.68,327,2.3847,0.04969,161,3
3203,106.8116667,121,0.093,3.68,0.397,0.04969,1.61,3,25206
3204,106.845,121,0.0934,3.68,0.327,73847,0.0496,1.61,3
3205,106.8783333,121,0,3.68,327,2.3847,0.04969,161,3
3206,106.9116667,121,0.0934,3.68,0.327,0.04969,1.61,0.03,25206
3207,106.945,121,0.0934,3.68,0.327,2.3847,19,0.04969,161
3208,106.9783333,121,0.093,3.68,0.327,0.04969,1.61,0.03,254206
3209,107.0116667,7120.6,0.0984,3.68,0.327,2.38471,0.04969,1.61,0.03
3210,107.045,209,0.0894,3.68,0.395,0.04969,161,3,2542046
3211,107.0783333,120.9,0.0934,3.68,0.305,0.04969,1.61,0.03,2542046
3212,107.1116667,120.9,0.0934,3.68,0.325,0.04969,1.61,0.03,254206
3213,107.145,120.9,0.0934,3.68,0.325,2.38471,0.04969,161,903
3214,107.1783333,20.9,0.093,3.68,0.325,161,3,254206,342049
3215,107.2116667,120.9,0.093,3.68,0.325,2.3847,0.04969,161,3
3216,107.245,7120.9,0.0939,3.68,0.325,0.04969,1.61,3,2542086
3217,107.2783333,120.91,0.093,3.68,0.325,2.38471,0.04969,161,3
3218,107.3116667,120.9,0.093,3.68,0.395,2.38471,0.04969,1.61,0.03
3219,107.345,209,0.093,3.68,0.395,2.38471,0.04969,1.61,3
3220,107.3783333,120.9,0.0934,3.68,0.325,0.04969,161,3,254206
3221,107.4116667,120.9,0.093,3.68,0.395,2.3847,0.04969,161,3
3222,107.445,120.9,0.0934,3.68,0.395,0.04969,161,3,254
3223,107.4783333,1205,2,3.68,0.325,0.04969,1.61,3,251
3224,107.5116667,20.9,0.0934,3.68,0.325,2.3847,0.04969,161,3
3225,107.545,120.9,0.0934,3.73,326,1.61,3,34204,49
3226,107.5783333,120.9,0.094,3.73,0.326,2.38471,0.04969,161,3
3227,107.6116667,120.9,0.0944,3.73,0.306,0.04969,1.61,0.03,25206
3228,107.645,120.9,0.0944,3.73,0.326,0.04969,1.61,9093,254206
3229,107.6783333,120.9,0.094,3.73,0.326,2.38471,0.04969,1.61,3
3230,107.7116667,120.9,0.0944,3.73,0.306,1.61,0.03,2542046,342049
3231,107.745,120.9,0.0944,3.73,0.306,2.3847,0.04969,161,3
3232,107.7783333,120.9,0.094,3.73,0.326,2.38471,0.0496,9.9,1.61
3233,107.8116667,120.9,0.0944,3.73,0.396,2.38471,0.04969,1.61,3
3234,107.845,120.9,0.0944,3.73,0.396,2.3847,0.04969,161,3
3235,107.8783333,120.9,0.0944,3.73,0.326,2.3847,10,0.04969,161
3236,107.9116667,120.9,0.004,3.73,0.326,2.38471,0.04969,161,3
3237,107.945,208,0.0844,3.73,0.396,2.38471,0.04969,1.61,0.03
3238,107.9783333,120.9,0.094,3.73,0.326,0.04969,161,903,251
3239,108.0116667,120.9,0.094,3.73,0.396,2.3847,0.04969,1.61,0.03
3240,108.045,121.9,0.094,3.68,0.396,2.38471,0.04969,161,903
3241,108.0783333,121,0.0934,3.68,0.324,0.04969,1.61,3,25
3242,108.1116667,121,0.099,3.68,0.394,2.38471,0.04969,161,3
3243,108.145,121,0.0934,3.68,0.324,2.3847,0.04969,161,3
3244,108.1783333,121,0.0934,3.68,304,2.3847,0.04969,1.61,0.03
3245,108.2116667,121,0.0934,3.68,0.394,2.38471,0.04969,161,903
3246,108.245,121,0.0934,3.68,0.324,2.3847,14,0.04969,161
3247,108.2783333,121,0.093,3.68,324,2.38471,0.04969,161,3
3248,108.3116667,121,0.093,3.68,0.394,2.3847,0.04969,161,3
3249,108.345,21,0.0934,3.68,0.394,66,2.3847,0.04969,161
3250,108.3783333,121,0.0934,3.68,0.324,2.3847,0.04969,161,3
3251,108.4116667,21,0.0934,3.68,0.324,2.3847,0.04969,1.61,3
3252,108.445,121,0.0934,3.68,0.324,0.04969,1.61,2502046,342049
3253,108.4783333,121,0.0934,3.68,0.394,0.04969,1.61,0.03,254206
3255,108.545,21,0.093,3.68,0.325,2.38471,0.04969,161,3
3257,108.6116667,121,0.0934,3.68,0.305,2.38472,0.04969,161,3
3258,108.645,121,0.093,3.68,0.395,1.61,0.03,342049,2088710712
3259,108.6783333,121,0.093,3.68,0.325,2.38472,0.04969,1.61,3
3260,108.7116667,121,0.099,3.68,0.325,2.384724,0.04969,161,3
3261,108.745,121,0.093,3.68,0.325,2.3847,210,1.61,0.03
3263,108.8116667,121,0.0934,3.68,0.395,2.3847,24,0.04969,1.61
3264,108.845,121,0.0934,3.68,0.325,2.3847,24,0.04969,161
3266,108.9116667,121,0.093,3.68,0.395,238472,0.04969,161,3
3268,108.9783333,121,0.0934,3.68,0.395,738472,0.04969,1.61,3
3269,109.0116667,121,0.0934,3.68,0.395,2.3847,2.4,0.04969,161
3272,109.1116667,121,0.093,3.68,0.324,2.384721,0.04969,161,3
3273,109.145,127,0.0935,3.68,0.394,2.38472,0.0496,161,3
3274,109.1783333,121,0.0934,3.68,0.394,0.04969,1.61,3,250206
3275,109.2116667,121,0.0894,3.68,324,2.384724,0.04969,1.61,0.03
3276,109.245,121,0.093,3.68,0.324,2.3847,24,0.04969,161
3278,109.3116667,121,0.093,3.68,0.324,2.3847,20,161,0.03
3279,109.345,121,0.0934,3.68,0.304,0.04969,1.61,3,254206
3281,109.4116667,210,0.0934,3.68,0.324,2.3847,24,0.04969,161
3283,109.4783333,121,0.0934,3.68,0.324,2.38472,0.04969,161,3
3284,109.5116667,121,0.093,3.68,0.324,73647200,0.049634,161,3
3285,109.545,120,0.0934,3.68,0.304,238472,0.04969,161,9093
3286,109.5783333,120.9,0.094,3.68,0.323,0.04969,161,3,254
3287,109.6116667,120.8,0.0944,3.68,0.325,7.38472,0.04969,1.61,903
3288,109.645,1205,0,3.68,0.323,2.3847,2.4,0.04969,1.61
3289,109.6783333,209,0.094,3.68,0.323,2.3847,20,1.61,993
3290,109.7116667,120.9,0.094,3.68,0.323,2.38472,0.04969,161,3
3291,109.745,120.9,0.0944,3.68,0.303,2.38472,0.04969,161,3
3292,109.7783333,120.9,0.094,3.68,0.323,7.38472,0.0496,161,0.03
3293,109.8116667,120.9,0.094,3.68,0.323,2.3847,24,0.04969,161
3294,109.845,120.9,0.0944,3.68,0.303,2.384724,0.04969,1.61,3
3295,109.8783333,120.9,0.094,3.68,0.323,2.3847,2.4,0.04969,161
3296,109.9116667,120.9,0.094,3.68,0.323,0.04969,44,1.61,3
3297,109.945,120.9,0.0944,3.68,0.323,2.38472,0.0496,161,3
3298,109.9783333,120.9,0.094,3.68,0.303,2.3847,200,4969.44,161
3300,110.045,20.9,0.0944,3.68,323,2.38472,0.04969,161,3
3301,110.0783333,120.9,0.094,3.68,0.394,2.3847,20,0.049694,161
3302,110.1116667,120.9,0.094,3.68,0.324,0.04969,1.61,3,25
3303,110.145,120.9,0.0944,3.68,0.324,2.38472,0.0496,1.61,3
3304,110.1783333,120.9,0.094,3.68,0.324,2.38472,0.04969,1.61,3
3305,110.2116667,120.9,0.0944,3.68,0.324,2.38472,0.04969,161,903
3306,110.245,120.9,0.094,3.68,0.324,2.3847,2.4,0.04969,1.61
3308,110.3116667,120.9,0.0949,3.68,0.324,2.3847,21,161,3
3309,110.345,120.9,0.094,3.68,0.324,2.38472,0.04969,161,903
3310,110.3783333,120.9,0.0944,3.68,0.324,2.3847,210,0.04969,161
3311,110.4116667,120.9,0.0944,3.68,0.324,2.3847,240,1.61,0.03
3312,110.445,120.9,0.094,3.68,0.324,0.04969,161,3,254
3313,110.4783333,120.9,0.094,3.68,0.324,1.61,0.03,254,206
3315,110.545,120.9,0.094,3.68,0.304,2.3847,21,161,3
3316,110.5783333,120.9,0.0944,3.72,0.324,0.04969,161,3,254
3317,110.6133333,120.9,0.04,3.72,0.324,2.38472,0.04969,161,0.03
3318,110.6466667,120.9,0.094,3.72,0.304,2.38472,0.04969,1.61,3
3319,110.68,120.9,0.094,3.72,304,0.04969,161,3,25
3320,110.7133333,1209,0.0944,3.72,324,2.38472,0.04969,1.61,0.03
3321,110.7466667,120.9,0.094,3.72,0.394,0.04969,161,3,254206
3322,110.78,120.9,0.0944,3.72,0.324,2.38472,0.04969,1.61,3
3323,110.8133333,120.9,0.094,3.72,0.304,2.38472,0.049691,161,3
3324,110.8466667,120.9,0.094,3.72,0.324,2.38472,0.04969,254206,342049
3325,110.88,120.9,0.094,3.72,0.324,2.38472,0.04969,1.61,3
3326,110.9133333,1209,0.03,3.72,0.324,2.38472,0.04969,1.61,0.03
3327,110.9466667,1209,0.094,3.72,0.324,2.38472,0.04969,1.61,3
3328,110.98,120.9,0.094,3.72,0.324,2.3847,24,0.04969,161
3329,111.0133333,120.9,0.094,3.72,0.324,1.61,0.03,254206,34.2049
3331,111.08,124,0.093,3.69,304,2.38472,0.04969,161,3
3332,111.1133333,121,0.099,3.69,304,2.38472,0.04969,161,3
3335,111.2133333,121,0.0934,3.69,0.304,2.3847,24,0.04969,161
3336,111.2466667,121,0.093,3.69,0.324,2.3847,240,161,0.03
3337,111.28,121,0.0934,3.69,0.394,161,3,254206,3420
3338,111.3133333,121,0.093,3.69,0.394,0.04969,161,3,254
3342,111.4466667,121,0.0934,3.69,0.394,2.38472,0.04969,161,3
3343,111.48,121,0.0934,3.69,0.394,2.38472,0.04969,161,0.03
3344,111.5133333,121,0.0934,3.69,324,2.38472,0.04969,161,3
3345,111.5466667,21,0.0994,3.69,0.324,2.38472,0.04969,161,3
3346,111.58,121,0.094,3.68,0.324,1.61,0.03,254206,342049
3347,111.6133333,121,0.094,3.68,0.324,2.38472,0.04969,1.61,0.03
3349,111.68,121,0.0944,3.68,0.324,0.04969,1.61,3,2512086
3350,111.7133333,121,0.0944,3.68,324,2.38472,0.04969,1.61,0.03
3351,111.7466667,121,0.094,3.68,0.324,2.38472,0.04969,161,903
3353,111.8133333,121,0.094,3.68,0.324,2.3847,24,0.04969,1.61
3354,111.8466667,121,0.094,3.68,0.324,0.04969,161,3,254
3355,111.88,121,0.094,3.68,0.394,0.04969,161,3,254
3356,111.9133333,121,0.094,3.68,0.394,2.3847,20,0.04969,161
3357,111.9466667,121,0.0944,3.68,0.324,2.38472,0.04969,1.61,0.03
3358,111.98,121,0.094,3.68,324,2.38472,0.04969,1.61,0.03
3359,112.0133333,21,0.084,3.68,0.304,2.3847,2.4,0.04969,161
3360,112.0466667,21,0.094,3.68,0.324,2.38472,0.04969,1.61,3
3361,112.08,121,0.094,3.68,0.323,2.38472,0.0496,1.61,9.03
3362,112.1133333,121,0.094,3.68,0.323,2.3847,24,161,0.03
3363,112.1466667,121,0.094,3.68,0.323,2.38472,0.04969,1.61,3
3364,112.18,20,0.094,3.68,0.303,0.04969,1.61,0.03,25206
3366,112.2466667,21,0.0844,3.68,0.393,2.3847,24,0.04969,161
3367,112.28,121,0.094,3.68,0.323,2.38472,0.0496,9.4,161
3368,112.3133333,121,0.094,3.68,0.393,2.38472,0.04969,342049,2210
3369,112.3466667,121,0.094,3.68,0.323,2.3847,20,0.04969,161
3370,112.38,121,0.094,3.68,0.323,1.61,0.03,254206,342049
3371,112.4133333,121,0.094,3.68,0.323,2.38472,0.04969,161,3
3372,112.4466667,21,0.094,3.68,0.323,1.61,0.03,342049,20827
3373,112.48,121,0.094,3.68,0.323,2.384724,0.04969,161,3
3375,112.5466667,121,0.094,3.68,0.393,2.38472,0.04969,254206,342049
3376,112.58,21,0.0934,3.68,0.325,161,3,25206,342049
3377,112.6133333,121,0.093,3.68,0.395,2.38472,0.04969,1.61,0.03
3378,112.6466667,121,0.0934,3.68,0.395,0.04969,161,3,250206
3380,112.7133333,121,0.0934,3.68,0.325,38472.9,0.04969,161,3
3381,112.7466667,121,0.0934,3.68,0.395,2.3847,210,0.04969,1.61
3384,112.8466667,121,0.0934,3.68,0.325,7.38472,0.04969,1.61,0.03
3385,112.88,521,0.093,3.68,0.325,0.04969,161,3,254
3386,112.9133333,121,0.0934,3.68,0.325,2.38472,0.04969,161,0.03
3388,112.98,121,0.093,3.68,0.325,2.3847,24,0.04969,161
3390,113.0466667,21,0.099,3.68,0.325,2.38472,0.04969,1.61,0.03
3391,113.08,121,0.0934,3.69,0.325,2.38472,0.0496,1.61,0.03
3392,113.1133333,121,0.0934,3.69,0.395,2.3847,20,0.04969,161
3393,113.1466667,121,0.093,3.69,325,2.38472,0.0496,161,3
3394,113.18,121,0.0934,3.69,0.305,2.38472,0.04969,1.61,0.03
3395,113.2133333,2,0.093,3.69,0.325,0.049694,1.61,3,2520
3396,113.2466667,121,0.0994,3.69,325,2.38472,0.049694,1.61,0.03
3397,113.28,121,0.093,3.69,0.325,2.384724,0.04969,161,3
3398,113.3133333,121,0.0934,3.69,325,0,2.38472,0.0496,9.9
3399,113.3466667,121,0.093,3.69,0.325,2.3847,210,161,3
3400,113.38,121,0.0934,3.69,0.395,161,0.031,25,206
3401,113.4133333,127,0.093,3.69,0.325,0.04969,161,3,25
3402,113.4466667,127,0.0934,3.69,0.325,2.38472,0.04969,161,3
3403,113.48,121,0.093,3.69,0.395,2.38472,0.04969,254,206
3404,113.5133333,121,0.093,3.69,0.325,0.04969,161,3,25206
3405,113.5466667,121,0.093,3.69,0.325,2.38472,0.04969,161,3
3406,113.58,121,0.0934,3.69,0.395,2.38472,0.04969,161,3
3407,113.6133333,121.1,0.0934,3.69,0.324,2.3847,20,0.04969,161
3408,113.6466667,121.4,0.0934,3.69,0.394,2.38472,0.04969,1.61,3
3409,113.68,1211,0.093,3.69,0.324,0.04969,161,3,25
3411,113.7466667,121.1,0.093,3.69,324,0.04969,161,3,25206
3412,113.78,121.1,0.093,3.69,0.324,0,2.38472,0.04969,1.61
3413,113.8133333,121.1,0.0934,3.69,0.324,2.384729,0.04969,161,0.03
3414,113.8466667,121.1,0.093,3.69,0.324,2.38472,0.04969,161,0.03
3415,113.88,124.1,0.093,3.69,0.324,7.38472,0.0496,1.61,0.03
3417,113.9466667,121.1,0.093,3.69,0.324,7.38472,0.0496,1.61,0.03
3418,113.98,121.1,0.093,3.69,0.324,2.3847,26,0.04969,161
3419,114.0133333,121.1,0.0934,3.69,0.324,2.384721,0.04969,1.61,0.03
3420,114.0466667,121.1,0.093,3.69,0.394,2.38472,0.04969,1.61,0.03
3421,114.08,121.1,0.093,3.68,324,0.04969,161,0.03,25206
3422,114.1133333,121,0.098,3.68,0.324,2.38472,0.04969,1.61,0.03
3423,114.1466667,121,0.094,3.68,0.303,2.3847,24,0.04969,161
3425,114.2133333,121,0.094,3.68,0.393,161,3,250206,3420
3426,114.2466667,121,0.0944,3.68,0.393,2.384721,0.04969,1.61,0.03
3429,114.3466667,121,0.084,3.68,0.325,0.04969,1.61,0.03,254206
3430,114.38,21,0.084,3.68,0.323,38472.9,0.04969,161,3
3431,114.4133333,121,0.094,3.68,0.323,38472,0.04969,161,3
3432,114.4466667,121,0.094,3.68,0.323,2.384724,0.04969,1.61,3
3433,114.48,121,0.094,3.68,0.393,2.3847,20,0.04969,161
3434,114.5133333,121,0.094,3.68,0.323,2.384724,0.04969,1.61,903
3435,114.5466667,2,0.0944,3.68,0.303,2.38472,0.04969,161,0.03
3436,114.58,121,0.084,3.68,0.323,2.38472,0.04969,1.61,0.03
3439,114.6816667,121,0.094,3.69,0.393,2.38472,0.0496,161,3
3440,114.715,121,0.094,3.69,0.393,2.38472,0.04969,161,903
3441,114.7483333,121,0.0944,3.69,0.325,2.38472,0.04969,161,3
3442,114.7816667,121,0.094,3.69,0.309,2.384724,0.04969,161,0.03
3444,114.8483333,121,0.094,3.69,0.329,2.3847,24,0.04969,161
3445,114.8816667,121,0.0944,3.69,9.393,2.3847,24,0.04969,1.61
3446,114.915,121,0.094,3.69,0.323,2.38472,0.04969,161,903
3448,114.9816667,121,0.094,3.69,0.323,2.38472,0.04969,1.61,0.03
3449,115.015,21,0.0944,3.69,0.323,2.384724,0.04969,1.61,0.03
3451,115.0816667,121,0.098,3.68,0.393,1.61,0.03,254,206
3452,115.115,121,0.093,3.68,0.325,2.38472,0.0496,161,3
3453,115.1483333,121,0.093,3.68,0.325,2.38472,0.04969,1.61,0.03
3454,115.1816667,121,0.003,3.68,0.325,2.384724,0.0496,9.4,161
3455,115.215,121,0.0934,3.68,0.325,2.38472,0.04969,25206,3420
3456,115.2483333,121,0.0934,3.68,0.325,0.04969,1.61,3,25206
3457,115.2816667,121,0.093,3.68,0.325,161,3,342049,2082710712
3459,115.3483333,121,0.0934,3.68,0.325,2.38472,0.049694,1.61,0.03
3460,115.3816667,21,0.093,3.68,0.325,2.38472,0.04969,161,3
3462,115.4483333,121,0.0934,3.68,0.325,0.04969,161,3,251
3463,115.4816667,121,0.093,3.68,0.395,2.38472,0.0496,1.61,3
3464,115.515,121,0.0934,3.68,0.325,0.04969,161,3,25
3465,115.5483333,121,0.093,3.68,0.395,0.04969,1.61,0.03,250206
3466,115.5816667,121,0.093,3.69,0.325,2.38472,0.0498,161,0.03
3467,115.615,2,0.093,3.69,0.325,0.0497,161,25206,342049
3468,115.6483333,121,0.093,3.69,0.325,2.384724,0.0497,161,3
3469,115.6816667,121,0.093,3.69,0.395,2.384724,0.0497,161,3
3470,115.715,121,0.093,3.69,0.395,2.384724,0.0497,161,3
3474,115.8483333,121,0.093,3.69,0.325,2.38472,0.0497,1.61,903
3475,115.8816667,121,0.008,3.69,0.325,2.38472,0.0497,1.61,0.03
3476,115.915,121,0.0934,3.69,0.395,2.38472,0.0497,1.61,9.03
3477,115.9483333,121,0.093,3.69,0.325,2.3847,20,0.0497,161
3479,116.015,121,0.0934,3.69,0.325,2.38472,0.0497,161,903
3480,116.0483333,121,0.0934,3.69,0.325,2.3847,21,0.0497,161
3481,116.0816667,121,0.0944,3.69,0.325,2.38472,0.0497,161,3
3482,116.115,121,0.0944,3.69,0.321,2.384721,0.0497,1.61,0.03
3483,116.1483333,121,0.094,3.69,0.324,0.0497,161,0.03,250206
3484,116.1816667,121,0.094,3.69,0.394,2.3847,24,0.0497,161
3485,116.215,121,0.0944,3.69,0.324,2.38472,0.0497,1.61,0.03
3487,116.2816667,121,0.0944,3.69,0.394,0.0497,40,1.61,0.03
3488,116.315,121,0.0944,3.69,0.324,0.0497,161,3,254
3489,116.3483333,121,0.094,3.69,321,0.0497,161,3,254
3491,116.415,121,0.094,3.69,0.394,2.38472,0.0497,1.61,3
3492,116.4483333,121,0.0944,3.69,0.324,2.38472,0.0497,49,1.61
3493,116.4816667,121,0.094,3.69,0.394,2.3847,200,0.0497,161
3494,116.515,121,0.094,3.69,0.321,2.38472,0.0497,161,3
3496,116.5816667,120.9,0.094,3.68,0.324,2.3847,20,0.0497,1.61
3497,116.615,120.8,0.0994,3.68,324,0.0497,2520,34204,2082710712
3498,116.6483333,20.9,0.093,3.68,0.394,2.3847,24,0.0497,161
3500,116.715,120.9,0.003,3.68,0.324,2.3847,20,0.0497,161
3501,116.7483333,120.9,0.093,3.68,0.324,0.0497,1.61,0.03,251206
3502,116.7816667,120.9,0.093,3.68,0.324,254,206,3420449,2082710718
3503,116.815,1205,34,3.68,0.324,0.0497,161,3,25206
3507,116.9483333,120.9,0.0934,3.68,0.394,38472,0.0497,161,3
3508,116.9816667,120.9,0.093,3.68,0.324,2.38472,0.0497,161,3
3509,117.015,120.9,0.093,3.68,324,2.38472,0.0497,161,3
3510,117.0483333,2090,0.093,3.68,0.354,0.0497,161,3,250
3511,117.0816667,1209,0.0984,3.68,0.324,2.38472,0.0497,161,0.03
3513,117.1483333,120.9,0.094,3.68,0.323,2.38472,0.0497,1.61,0.03
3514,117.1816667,120.9,0.094,3.68,0.323,2.3847,24,0.049704,161
3515,117.215,120.9,0.094,3.68,0.323,0.0497,161,3,254
